,Titulo,Url,Fecha,Texto
10,"Delta, American Airlines suspend flights to Milan amid coronavirus outbreak",https://nypost.com/2020/03/01/delta-american-airlines-suspend-flights-to-milan-amid-coronavirus-outbreak/,2020-03-01 00:00:00,"Delta and American Airlines will suspend all US flights to Milan in the wake of an elevated travel warning issued over the spreading coronavirus, the companies announced this weekend.
Delta said Sunday that it will halt flights between the US to Italy’s financial capital until early May.
The last Milan-bound flight will depart Monday, while the final return trip to the US will be on Tuesday, the company said.
Meanwhile, American said Saturday that it will suspend travel from New York and Miami to Milan through April 24, blaming a reduction in demand.
The airline said its final flight will return from Milan on Sunday.
The changes come after the US government raised its travel alert to “Level 4 — Do Not Travel” for Lombardy and Veneto in Italy “due to the level of community transmission of the virus and imposition of local quarantine procedures.”
Italy has reported more than 1,100 cases of the coronavirus with at least 29 deaths since an outbreak in Wuhan, China.
With Post wires"
11,USPS worker tests positive for coronavirus in Seattle area,https://nypost.com/2020/03/01/usps-worker-tests-positive-for-coronavirus-in-seattle-area/,2020-03-01 00:00:00,"A US Postal Service employee has tested positive for the coronavirus in the Seattle area — as the Pacific Northwest grapples with an outbreak, according to a report.
The USPS said the employee is a woman who works at a package-sorting facility in Federal Way, which is a suburb of Seattle, KING-TV reported.
The woman, whose condition is not known, is recovering while the King County facility is closed for cleaning, the report said.
She would not have handled any mail or packages, but may have been in contact with other employees, the company said, adding the agency has been advised by the county health department that the risk to other employees is low.
“No mail is delivered from the facility,” the USPS said in a statement, KIRO-TV reported. “It is sorted and transported to individual post offices, from which the parcels are delivered to customers.”
The development comes as county health officials on Sunday announced two more cases of the coronavirus, bringing the county total to six and the state’s tally to eight.
The new patients — both men in their 60s with underlying health issues — were hospitalized at Valley Medical Center in nearby Renton. One of the patients is in critical but stable condition, while the other is critical, officials said.
The region’s outbreak claimed the life of a man in his 50s on Saturday — the nation’s first coronavirus-related death.
There are at least 72 cases in the US, including 44 former passengers from the Diamond Princess cruise ship."
12,Trump announces intensified traveler screening because of coronavirus,https://nypost.com/2020/03/01/trump-announces-intensified-traveler-screening-because-of-coronavirus/,2020-03-01 00:00:00,"President Trump announced in a tweet on Sunday that his administration would increase screening procedures for travelers from countries with a “high risk” of the coronavirus.
“Coronavirus: In addition to screening travelers ‘prior to boarding’ from certain designated high risk countries, or areas within those countries, they will also be screened when they arrive in America. Thank you!,” the president posted.
The tweet came after a Washington State resident died of the virus in the nation’s first confirmed fatal case.
At a press conference in the White House on Saturday, Vice President Mike Pence said the president has directed the State Department to work with Italy and South Korea to coordinate efforts to screen travelers heading to the US.
Screenings have already been in place travelers in Iran and China — two countries hard hit by the virus.
Pence spokeswoman Katie Miller clarified the screening process.
“There is already screening for those coming into the United States for those who have been in China in the last 14 days. This will be expanded to Italy and South Korea,” she said in a statement to CNN. “Additionally, we are currently working on exit screening from South Korea, Italy, and other European Nations as needed.”"
13,France’s Louvre Museum shut down amid spreading coronavirus crisis,https://nypost.com/2020/03/01/frances-louvre-museum-shut-down-amid-spreading-coronavirus-crisis/,2020-03-01 00:00:00,"The Louvre Museum in France was closed Sunday amid fears that tourists visiting the famed site could infect its employees with the coronavirus.
The world’s most popular museum shut its doors to visitors while a staff meeting about the deadly virus was conducted. The virus has now spread to more than 60 countries on every continent except Antarctica.
“We are very worried because we have visitors from everywhere,” Andre Sacristin, a Louvre employee and union representative, told The Associated Press.
He added that employees also were concerned because museum workers from northern Italy — where the virus has raged — had come to the museum to collect works by Leonardo da Vinci that were loaned out.
Sacristin said concerns were expressed at the meeting that “it’s only a question of time” before the virus infects the Louvre’s 2,300 workers.
“The risk is very, very, very great,” he said.
The museum — which houses the Mona Lisa — had planned to open after the meeting between management, personnel and the staff doctor. But the Louvre later announced that it would not open at all Sunday, disgruntling a line of hopeful visitors.
 


			see also		



 



		Pecking order: France tells people to stop cheek kissing to prevent coronavirus	




“We waited for about 3 hours before giving up,” said Singapore visitor Charles Lim. “It was incredibly disappointing.”
It’s unclear when the museum will reopen; there will be another meeting about virus prevention Monday between union representatives and management.
The major tourist destination — which saw 9.6 million visitors last year — was not impacted by an order Saturday banning all public gatherings in the country of more than 5,000 people.
France has reported 100 cases and two deaths since December’s coronavirus outbreak in Wuhan, China.
With Post Wires"
14,NYC couple who visited Iran being tested for coronavirus,https://nypost.com/2020/03/01/2-more-people-in-nyc-being-tested-for-coronavirus/,2020-03-01 00:00:00,"A New York City couple is being monitored for the coronavirus after traveling to the hot zone of Iran, the mayor said Sunday.
“They are being evaluated right now,” Mayor Bill de Blasio said at the St. Pat’s for All Parade in Queens.
It’s unclear when the couple traveled to Iran, where there have been 54 deaths from the virus and at least 978 cases to date.
De Blasio said the city couple’s test results are pending, adding, “We should have an answer on that today or tomorrow.”
The city Department of Health and Mental Hygiene said the tests are being performed through the state’s own facilities.
“Tests for novel #coronavirus are now being performed by @HealthNYGov’s lab, which means we will be able to get results back much sooner,” the department wrote in a tweet.
The development came as eight city patients have been given a clean bill of health after undergoing tests for the virus.
The US Centers for Disease Control and Prevention said Saturday that there have been 22 cases detected through the public health system in the country so far. The cases have been mostly on the West Coast, including 12 in California and six in the Seattle area, where a man died from the virus Saturday, the first fatality in the nation.
There have been also confirmed cases of the virus in Illinois, Wisconsin, Oregon, Texas, Arizona and Massachusetts."
15,France urges people to stop double-cheek kisses to prevent coronavirus,https://nypost.com/2020/03/01/france-urges-people-to-stop-double-cheek-kisses-to-prevent-coronavirus/,2020-03-01 00:00:00,"Sacre bleu!
France is urging people to cut back on the customary double-cheek kiss in order to prevent the spread of the deadly coronavirus.
Health Minister Olivier Véran advised the country Saturday to refrain the traditional greeting known as “la bise,” in which people give kisses, or air kisses, on both cheeks.
“The reduction in social contacts of a physical nature is advised. That includes the practice of the bise,” Veran said at a press conference.
France, which has 100 confirmed coronavirus cases and two deaths from the virus, made similar recommendations during the swine flu outbreak.
The latest guidance comes after even French President Emmanuel Macron greeted Italian Premier with a kiss on not just one, but two separate occasions, during a summit last week in Naples.
The Italian government’s special commissioner for coronavirus, Angelo Borrelli, also warned against such displays of physical contact in the country, which has seen more than 1,100 people test positive for coronavirus and at least 29 deaths.
“We have a collective social life that is very florid, very expansive. We have lots of contact, we shake hands, we kiss each other, we hug each other,” Borelli told reporters. “Maybe it is better in this period not to shake hands, and do not have too much contact, and try to be a bit less expansive, which is different from how I am.”
Across the world, more than 87,000 people have been infected with the virus and nearly 3,000 have died since it emerged in Wuhan, China.
With Post wires"
16,Coronavirus may have been spreading in Washington state for weeks: experts,https://nypost.com/2020/03/01/coronavirus-may-have-been-spreading-in-washington-state-for-weeks-experts/,2020-03-01 00:00:00,"Washington state’s coronavirus outbreak that claimed a life over the weekend suggests that the bug has been spreading there for nearly six weeks, according to experts.
Trevor Bedford, an associate professor at the University of Washington, said that one of the state’s recent cases appears to be linked to a Snohomish County man who was identified Jan. 19  as the country’s first coronavirus patient, the New York Times reported.
Bedford and a research team found similarities while comparing the genetic sequence of the two samples that indicated the recent case had been descended from the other, suggesting that there has been community spread throughout the region, the outlet reported.
“I believe we’re facing an already substantial outbreak in Washington State that was not detected until now due to narrow case definition requiring direct travel to China,” Bedford tweeted.
His findings come after officials confirmed a patient who died at a Seattle-area hospital was the first coronavirus death in the US.
There were also two presumptive cases in the same suburb linked to a longterm care facility, Life Care Center of Kirkland.
“In addition, over 50 individuals associated with Life Care are reportedly ill with respiratory symptoms or hospitalized with pneumonia or other respiratory conditions of unknown cause and are being tested for COVID-19,” Seattle and King County officials said.
The US Centers for Disease Control and Prevention said Saturday that there have been 22 coronavirus cases detected across the country through the public health system.
Meanwhile, there have been more than 86,000 people infected across the world and at least 2,900 deaths.
With Post Wires"
17,US Surgeon General begs people to ‘STOP BUYING MASKS!’ amid coronavirus panic,https://nypost.com/2020/03/01/us-surgeon-general-begs-people-to-stop-buying-masks-amid-coronavirus-panic/,2020-03-01 00:00:00,"America’s top doctor is begging people to stop panic-buying face masks — fearing a shortage could cause an even bigger medical threat.
“Seriously people- STOP BUYING MASKS!” US Surgeon General Dr. Jerome Adams complained Saturday on Twitter.
“They are NOT effective in preventing general public from catching #Coronavirus, but if healthcare providers can’t get them to care for sick patients, it puts them and our communities at risk!”
Adams insisted that “everyday preventive actions” were the “best way to protect yourself,” listing “staying home when you are sick and washing hands with soap and water” and seeking help if you are sick.
“Get your #FluShot- fewer flu patients = more resources for #COVID19,” he said of wanting to be able to prioritize the new virus that experts warn could become a pandemic.
Adams spoke out as the US had its first confirmed death from COVID-19, a man in his 50s who died in a Seattle-area hospital.
“#COVID19 is a serious disease, but for the general public the immediate health risk is considered low,” Adams insisted in a series of tweets Sunday
He also addressed potential hate crimes over the virus, which started in the Chinese city of Wuhan.
“Diseases can make anyone sick regardless of their race or ethnicity. People of Asian descent, including Chinese Americans, are not more likely to get COVID19 than any other American,” he stressed.
Dr. William Schaffner, a preventive medicine professor at the Vanderbilt University School of Medicine, told CNN that the rush to buy masks is a “psychological thing.”
“The coronavirus is coming, and we feel rather helpless,” he told the network. “By getting masks and wearing them, we move the locus of control somewhat to ourselves.”"
18,Coronavirus fears send West Coast shoppers into panic,https://nypost.com/2020/03/01/coronavirus-fears-send-west-coast-shoppers-into-panic/,2020-03-01 00:00:00,"Panicked shoppers have been clearing shelves though fears that they could soon be forced to self-quarantine at home if the coronavirus spreads.
Photos on social media show empty shelves and shoppers with carts piled high with water, canned foods and household needs like toilet paper, along with cleaning products such as Clorox wipes and hand sanitizer.
The panic is most frenzied in the West Coast, especially California and Seattle, both the areas hardest hit by the 71 cases confirmed in the US by Sunday morning, including the first confirmed death.
A Costco in Oregon ran out of toilet paper for the first time in its history, employees told MyNorthwest, saying the last few days had been the busiest they had ever seen, surpassing even prep for the holidays.
“Toilet paper is golden in an apocalypse,” one Costco employee told the site.
It’s not just the US epicenter of COVID-19 that has gone into panic, however, with USA Today reporting wild scenes and long lines at a Costco in Hawaii.
“Local health officials told us not to panic buy and not to freak out … and that was enough to get us to go out and buy everything,” shopper Ryan Ozawa, 45, told the paper."
19,Australia confirms first death from coronavirus,https://nypost.com/2020/03/01/australia-confirms-first-death-from-coronavirus/,2020-03-01 00:00:00,"Australia reported the country’s first death of the coronavirus was a former passenger of the quarantined Diamond Princess cruise.
The 78-year-old man died early Sunday in the intensive care unit at a Perth hospital after he was infected on the ship docked in Yokohama, Japan, officials said.
“Our condolences are with his family and unfortunately he’s the first death we’ve had from coronavirus in Australia,” Andrew Robertson, the chief health officer of Western Australia state, told reporters.
His family was able to speak to him through the isolation window before his death, the Guardian reported.
“This very tragic case is related to the Diamond Princess, so the community shouldn’t be panicking at this stage,” Robertson said.
Australia has 26 confirmed cases of the coronavirus, including the man’s 79-year-old wife, who is in stable condition.
Prime Minister Scott Morrison said Sunday that he was “very saddened” to learn of the man’s death.
“We join his family and friends in mourning his passing,” he tweeted, adding that they “will continue to do all we can to protect Australians from coronavirus.”
He was the sixth passenger to die from the virus from the ship, which has seen more than 700 people test positive for the virus, according to the BBC.
Worldwide, there have been more than 87,000 people infected and nearly 3,000 deaths since the virus emerged in the Chinese city of Wuhan in December.
With Post wires"
20,Pence says ‘there’s no question’ US will have more cases of coronavirus,https://nypost.com/2020/03/01/pence-says-theres-no-question-us-will-have-more-cases-of-coronavirus/,2020-03-01 00:00:00,"Vice President Pence, who’s running point on the Trump administration’s response to the coronavirus, said Sunday “it is possible” that more people in the US could die from the global epidemic.
Pence told NBC News’ “Meet the Press” that “there will be more cases” in the country. “There’s no question.”
And while the “vast majority” will recover, the veep added to CNN’s “State of the Union” that “it is possible” others will die, too.
A man in Washington state died of the virus Saturday — the first fatality from the bug in the country — and the US has 71 confirmed cases, said the federal Centers for Disease Control and Protection.
“People who have other conditions that would militate toward a worse outcome, we could have more sad news,” Pence said.
“But the American people should know the risk for the average American remains low.”
In the NBC interview, host Chuck Todd told Pence it isn’t “reassuring” that one out of 22 people worldwide who have the disease will die.
There are roughly 87,000 coronavirus cases globally.
Pence said health experts told him the country would be in a “different place” if President Trump has not decided to suspend all travel from China into the US and quarantine people returning from China.
Trump in a tweet on Sunday said the administration would expand on the screening measures announced a day before.
“Coronavirus: In addition to screening travelers “prior to boarding” from certain designated high-risk countries, or areas within those countries, they will also be screened when they arrive in America. Thank you!,” he posted.
Pence, at a press conference on Saturday at the White House, said the administration was putting travel restrictions in place on Iran, Italy and South Korea, where mass outbreaks were reported.
The vice president said Trump wants a “whole government” response to the crisis.
“We’re going to bring the best scientific minds, experts together, and we’re going to, we’re going to work every day to, to contain this disease, to treat those that are contracted,” Pence said on NBC. ” And I’m very confident we’re ready, and I know, and I know that we’ll get through this.”"
21,Coughing Pope Francis won’t attend week-long spiritual retreat,https://nypost.com/2020/03/01/coughing-pope-francis-cancels-participation-in-week-long-spiritual-retreat/,2020-03-01 00:00:00,"A coughing Pope Francis said Sunday that “unfortunately a cold” will prevent him from participating in a week-long spiritual retreat.
The 83-year-old pontiff paused twice to cough while addressing thousands for his weekly blessing from St. Peter’s Square, where he announced that he won’t be attending the Lenten spiritual retreat in the Roman countryside.
He asked for prayers for the spiritual retreat, adding that “unfortunately a cold prevents me from participating this year. I will be following the meditation from here.”
His Sunday appearance marked the first time he had been seen in public since Ash Wednesday in Rome, where he was spotted battling a cold.
The Vatican had not previously specified what was ailing Francis comes as the coronavirus sweeps Italy.
“There is no evidence that would lead to diagnosing anything but a mild indisposition,” spokesman Matteo Bruni said on Friday.
Italy has reported more than 1,100 confirmed coronavirus cases, mostly in northern regions, and at least 29 people have died.
With Post wires"
